,created_at,device_type,end_time,fitness_discipline,has_pedaling_metrics,has_leaderboard_metrics,id,is_total_work_personal_record,is_outdoor,metrics_type,name,peloton_id,platform,start_time,status,timezone,title,total_work,user_id,workout_type,total_video_watch_time_seconds,total_video_buffering_seconds,v2_total_video_watch_time_seconds,v2_total_video_buffering_seconds,total_music_audio_play_seconds,total_music_audio_buffer_seconds,service_id,created,device_time_created_at,strava_id,fitbit_id,is_skip_intro_available,pause_time_remaining,pause_time_elapsed,is_paused,has_paused,is_pause_available,pause_time_limit,achievement_templates,leaderboard_rank,total_leaderboard_users,device_type_display_name,instructor_name,ride.id,ride.is_archived,ride.title,ride.scheduled_start_time,ride.duration,ride.instructor.name,ride.instructor.image_url,ftp_info.ftp,ftp_info.ftp_source,ftp_info.ftp_workout_id,overall_summary.created_at,overall_summary.device_type,overall_summary.end_time,overall_summary.fitness_discipline,overall_summary.has_pedaling_metrics,overall_summary.has_leaderboard_metrics,overall_summary.id,overall_summary.is_total_work_personal_record,overall_summary.is_outdoor,overall_summary.metrics_type,overall_summary.name,overall_summary.peloton_id,overall_summary.platform,overall_summary.start_time,overall_summary.status,overall_summary.timezone,overall_summary.title,overall_summary.total_work,overall_summary.user_id,overall_summary.workout_type,overall_summary.total_video_watch_time_seconds,overall_summary.total_video_buffering_seconds,overall_summary.v2_total_video_watch_time_seconds,overall_summary.v2_total_video_buffering_seconds,overall_summary.total_music_audio_play_seconds,overall_summary.total_music_audio_buffer_seconds,overall_summary.service_id,overall_summary.created,overall_summary.device_time_created_at,overall_summary.strava_id,overall_summary.fitbit_id,overall_summary.is_skip_intro_available,overall_summary.pause_time_remaining,overall_summary.pause_time_elapsed,overall_summary.is_paused,overall_summary.has_paused,overall_summary.is_pause_available,overall_summary.pause_time_limit,overall_summary.ride.id,overall_summary.ride.is_archived,overall_summary.ride.title,overall_summary.ride.scheduled_start_time,overall_summary.ride.duration,overall_summary.ride.instructor.name,overall_summary.ride.instructor.image_url,overall_summary.achievement_templates,overall_summary.leaderboard_rank,overall_summary.total_leaderboard_users,overall_summary.ftp_info.ftp,overall_summary.ftp_info.ftp_source,overall_summary.ftp_info.ftp_workout_id,overall_summary.device_type_display_name
0,1695908401,home_bike_v1,1695909904,cycling,True,False,a28456ecb2564c7991037b0e9445bf1b,False,False,cycling,Cycling Workout,,home_bike,1695908401,COMPLETE,America/New_York,25 min Just Ride,152413.83,d181e93bdc6c42d3b388a8e72c3b62a6,freestyle,0,0,,,,,,1695908401,1695894001,,,False,,,False,False,True,60.0,"[{'id': 'd97ac1778c234b448dbc2e6c1f669484', 'name': 'September Cycling Challenge', 'slug': 'september_cycling_challenge_gold', 'image_url': 'https://s3.amazonaws.com/challenges-and-tiers-image-prod/f56be9193f8344ef8873ff5bea1063b5', 'description': 'Awarded for achieving Gold in the September Cycling Challenge.', 'achievement_count': 1}]",,0,Bike,JUST RIDE,00000000000000000000000000000000,False,25 min Just Ride,1695908401,1503,JUST RIDE,https://s3.amazonaws.com/peloton-ride-images/just-ride-indoor.png,0,,,1695908401,home_bike_v1,1695909904,cycling,True,False,a28456ecb2564c7991037b0e9445bf1b,False,False,cycling,Cycling Workout,,home_bike,1695908401,COMPLETE,America/New_York,25 min Just Ride,152413.83,d181e93bdc6c42d3b388a8e72c3b62a6,freestyle,0,0,,,,,,1695908401,1695894001,,,False,,,False,False,True,60.0,00000000000000000000000000000000,False,25 min Just Ride,1695908401,1503,JUST RIDE,https://s3.amazonaws.com/peloton-ride-images/just-ride-indoor.png,"[{'id': 'd97ac1778c234b448dbc2e6c1f669484', 'name': 'September Cycling Challenge', 'slug': 'september_cycling_challenge_gold', 'image_url': 'https://s3.amazonaws.com/challenges-and-tiers-image-prod/f56be9193f8344ef8873ff5bea1063b5', 'description': 'Awarded for achieving Gold in the September Cycling Challenge.', 'achievement_count': 1}]",,0,0,,,Bike
